,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
20=40,-0.121862,-0.100000,0.000000,-0.200000,0.072904,-0.399384,-0.265182,-0.220376,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.226712,-0.900000,-0.013096,0.098707,0.100000,0.000000,-0.100000,0.000000,0.100000,0.082401,-0.021862,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.076293,0.300000,0.100000,0.090845,0.000000,-0.292755,-0.000194,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.100000,-0.114340,-0.037169,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.015064
20=50,-0.114575,-0.100000,0.000000,-0.200000,0.081936,-0.399384,-0.265182,-0.280251,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.060261,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.234526,-0.900000,-0.075397,0.102480,0.100000,0.000000,-0.100000,0.000000,0.100000,0.088268,-0.014575,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.050296,0.262257,0.100000,0.093896,0.000000,-0.292755,-0.000129,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.294645,-0.133255,0.100000,-0.114340,-0.039739,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.017014
20=60,-0.110931,-0.100000,0.000000,-0.200000,0.086452,-0.399384,-0.265182,-0.310188,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.058918,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.238901,-0.900000,-0.106548,0.104367,0.100000,0.000000,-0.100000,0.000000,0.100000,0.091201,-0.010931,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.037298,0.196693,0.100000,0.095422,0.000000,-0.292755,-0.000097,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.310921,-0.133255,0.100000,-0.114340,-0.041082,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.018462
20=70,-0.108745,-0.100000,0.000000,-0.200000,0.089162,-0.399384,-0.265182,-0.328150,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.058093,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.241699,-0.900000,-0.125238,0.103628,0.100000,0.000000,-0.100000,0.000000,0.100000,0.092961,-0.008745,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.029498,0.157354,0.100000,0.096338,0.000000,-0.292755,-0.000077,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.320686,-0.133255,0.100000,-0.114340,-0.041907,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.019352
20=80,-0.107287,-0.100000,0.000000,-0.200000,0.090968,-0.399384,-0.265182,-0.340125,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.057535,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.243641,-0.900000,-0.137699,0.101361,0.100000,0.000000,-0.100000,0.000000,0.100000,0.094134,-0.007287,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.023887,0.131129,0.100000,0.096948,0.000000,-0.292755,-0.000065,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.327196,-0.133255,0.100000,-0.114340,-0.042465,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.019968
20=90,-0.106246,-0.100000,0.000000,-0.200000,0.092258,-0.399384,-0.265182,-0.348679,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.057132,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.245068,-0.900000,-0.146599,0.099652,0.100000,0.000000,-0.100000,0.000000,0.100000,0.094972,-0.006246,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.018114,0.112396,0.100000,0.097384,0.000000,-0.292755,-0.000055,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.331846,-0.133255,0.100000,-0.114340,-0.042868,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.020427
20=100,-0.105465,-0.100000,0.000000,-0.200000,0.093226,-0.399384,-0.265182,-0.355094,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.056827,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.246162,-0.900000,-0.153274,0.098316,0.100000,0.000000,-0.100000,0.000000,0.100000,0.095600,-0.005465,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.013588,0.098347,0.100000,0.097711,0.000000,-0.292755,-0.000048,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.335334,-0.133255,0.100000,-0.114340,-0.043173,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.020774
30=40,-0.100000,-0.100000,0.000000,-0.200000,0.095808,-0.399384,-0.265182,-0.340752,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.126191,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.300000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.019120
30=50,-0.100000,-0.100000,0.000000,-0.200000,0.097904,-0.399384,-0.265182,-0.370376,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.163096,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.243386,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.020330
30=60,-0.100000,-0.100000,0.000000,-0.200000,0.098603,-0.399384,-0.265182,-0.380251,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.175397,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.162257,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.021356
30=70,-0.100000,-0.100000,0.000000,-0.200000,0.098952,-0.399384,-0.265182,-0.385188,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.181548,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.121693,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.021869
30=80,-0.100000,-0.100000,0.000000,-0.200000,0.099162,-0.399384,-0.265182,-0.388150,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.185238,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.097354,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022177
30=90,-0.100000,-0.100000,0.000000,-0.200000,0.099301,-0.399384,-0.265182,-0.390125,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.187699,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.081129,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022382
30=100,-0.100000,-0.100000,0.000000,-0.200000,0.099401,-0.399384,-0.265182,-0.391536,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.189456,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.069539,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022529
40=50,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.186772,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.021541
40=60,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.093386,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022474
40=70,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.062257,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022786
40=80,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.046693,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.022941
40=90,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.037354,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023035
40=100,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.031129,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023097
50=60,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
50=70,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
50=80,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
50=90,-0.100000,-0.100000,0.000000,-0.200000,0.100000,-0.399384,-0.265182,-0.400000,-0.301556,-0.300000,-0.048867,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.054638,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.254411,-0.900000,-0.200000,0.087458,0.100000,0.000000,-0.100000,0.000000,0.100000,0.100000,0.000000,-0.500000,0.100000,0.100000,-0.170710,0.100000,-0.023830,0.000000,0.100000,0.100000,0.000000,-0.292755,0.000000,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.372362,-0.133255,0.100000,-0.114340,-0.045362,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.023408
