,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
20=40,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,0.049197,0.032260,0.212926,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.398641,-0.400000,-0.028454,-0.352373,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.170710,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.292755,-0.000387,0.000000,-0.190771,0.127996,-0.100000,-0.143446,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.033255,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.133255,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.298641,-0.005840
20=50,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,0.002120,0.032260,0.196223,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.354053,-0.400000,-0.028454,-0.368249,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.208858,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.295170,-0.000387,0.000000,-0.193848,0.100905,-0.100000,-0.146301,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.087258,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.187258,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.254053,-0.009344
20=60,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.025309,0.032260,0.187319,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.323468,-0.400000,-0.028454,-0.376187,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.232270,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.296378,-0.000387,0.000000,-0.195386,0.085824,-0.100000,-0.147747,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.122204,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.222204,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.223468,-0.011524
20=70,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.043267,0.032260,0.181785,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.301171,-0.400000,-0.028454,-0.380949,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.248102,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.297102,-0.000387,0.000000,-0.196309,0.076216,-0.100000,-0.148620,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.145685,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.245685,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.201171,-0.013002
20=80,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.055936,0.032260,0.178013,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.284195,-0.400000,-0.028454,-0.384124,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.259522,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.297585,-0.000387,0.000000,-0.196924,0.069559,-0.100000,-0.149205,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.162549,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.262549,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.184195,-0.014072
20=90,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.065354,0.032260,0.175277,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.270839,-0.400000,-0.028454,-0.386392,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.268150,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.297930,-0.000387,0.000000,-0.197363,0.064674,-0.100000,-0.149624,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.175248,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.275248,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.170839,-0.014885
20=100,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.072630,0.032260,0.173201,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.260056,-0.400000,-0.028454,-0.388093,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.274897,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.298189,-0.000387,0.000000,-0.197693,0.060938,-0.100000,-0.149938,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.185154,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.285154,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.160056,-0.015523
30=40,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.280444,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.180444,-0.018452
30=50,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.229386,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.129386,-0.019474
30=60,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.208537,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.108537,-0.019891
30=70,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.197207,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.097207,-0.020117
30=80,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.190089,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.090089,-0.020259
30=90,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.185202,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.085202,-0.020357
30=100,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.181639,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.081639,-0.020428
40=50,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
40=60,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
40=70,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
40=80,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
40=90,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
40=100,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
50=60,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
50=70,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
50=80,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
50=90,-0.143724,-0.100000,0.000000,-0.200000,0.050000,-0.399384,-0.265182,-0.100000,-0.262333,-0.300000,0.302266,-0.129319,0.032260,0.158083,0.120739,0.500000,0.200000,0.069727,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.023764,0.235019,0.153516,-0.049341,0.400000,0.219385,0.463519,-0.100289,0.300000,0.124954,0.306826,0.112504,0.223449,0.400000,0.200000,0.256907,0.158909,-0.400000,-0.028454,-0.400000,-0.208779,-0.900000,0.100000,0.087387,0.100000,0.000000,-0.100000,0.000000,0.100000,0.064803,-0.043724,-0.500000,0.100000,0.100000,-0.330070,0.100000,0.154284,0.300000,0.100000,0.081689,0.000000,-0.300000,-0.000387,0.000000,-0.200000,0.032869,-0.100000,-0.152157,0.200000,-0.077147,-0.475366,-0.105295,-0.204057,-0.500000,0.182498,-0.333300,-0.373951,-0.243873,-0.265362,0.400000,0.042511,-0.113080,0.200000,-0.339011,-0.074897,-0.281729,0.106291,-0.164440,-0.365362,0.100000,-0.114340,-0.030273,0.123449,0.200000,-0.100000,0.156907,0.058909,-0.020883
