,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
20=40,-0.121862,-0.1,0,-0.2,0.072904,-0.3,-0.284355,-0.242843,-0.280887,-0.3,-0.185099,0.015048,-0.074576,0.100604,0.028142,0.486687,0.032423,0.062831,-0.069772,0.011884,-0.17056,0.086472,-0.324577,-0.203246,0.143825,0.153516,-0.2023,0.4,0.123483,0.363478,-0.264861,0.3,0.053162,0.098562,0.02474,0.089478,0.4,0.122144,-0.00905,0.398641,-0.4,0,-0.275329,-0.206808,-0.9,-0.126473,0.085841,0.1,0.097508,-0.1,0,0.1,0.082401,-0.021862,-0.5,0.1,0.1,-0.270566,0.1,0.062763,0.252291,0.1,0.090845,0,-0.292755,-0.000194,0,-0.190771,0.112786,-0.1,-0.259624,-0.001428,-0.198793,-0.488959,-0.251566,-0.263318,-0.5,0.057098,-0.315352,-0.3,-0.35237,-0.033255,0.373494,-0.202092,-0.172389,0.2,-0.456792,-0.175739,-0.434532,-0.067032,-0.265988,-0.133255,0.073494,-0.160194,-0.037169,-0.010522,0.2,-0.177856,-0.10905,0.298641,-0.059308
20=50,-0.121862,-0.1,0,-0.2,0.072904,-0.333128,-0.232784,-0.236509,-0.239561,-0.3,-0.137572,0.005813,-0.049248,0.123686,0.051064,0.491125,0.088282,0.062831,-0.063152,0.025435,-0.177993,0.086472,-0.336903,-0.181797,0.152576,0.153516,-0.199822,0.4,0.147819,0.388534,-0.218617,0.3,0.07253,0.155319,0.046656,0.121966,0.4,0.148096,0.064424,0.398641,-0.4,-0.009485,-0.299153,-0.198202,-0.9,-0.097528,0.090791,0.1,0.065005,-0.1,0,0.1,0.082401,-0.021862,-0.5,0.1,0.1,-0.225384,0.1,0.052668,0.268194,0.1,0.090845,0,-0.292755,-0.000194,0,-0.190771,0.163636,-0.1,-0.23274,0.065715,-0.16814,-0.500668,-0.21562,-0.266642,-0.5,0.094414,-0.328507,-0.32465,-0.325895,-0.033255,0.382329,-0.131962,-0.159292,0.2,-0.430206,-0.158836,-0.391845,-0.019804,-0.263506,-0.133255,0.082329,-0.148791,-0.037169,0.021966,0.2,-0.151904,-0.035576,0.298641,-0.047059
20=60,-0.107293,-0.1,0,-0.2,0.072904,-0.349846,-0.247775,-0.232961,-0.252584,-0.3,-0.138765,0.001196,-0.033627,0.138101,0.06489,0.493343,0.116212,0.062831,-0.059723,0.033099,-0.17217,0.086472,-0.343065,-0.163944,0.161632,0.153516,-0.191865,0.4,0.163584,0.401062,-0.199598,0.3,0.083668,0.183448,0.059814,0.139553,0.4,0.161072,0.101162,0.398641,-0.4,-0.032114,-0.311065,-0.214287,-0.9,-0.076554,0.108943,0.096497,0.048754,-0.1,0,0.091886,0.096702,-0.007293,-0.504624,0.1,0.1,-0.17225,0.1,0.04802,0.276145,0.1,0.10067,0,-0.263854,-0.000194,0,-0.157503,0.148182,-0.107813,-0.216234,0.099286,-0.149826,-0.502666,-0.195236,-0.256633,-0.519576,0.113071,-0.335085,-0.343488,-0.309806,-0.033255,0.386747,-0.096897,-0.150933,0.2,-0.415693,-0.146423,-0.37376,0.002564,-0.262186,-0.133255,0.086747,-0.14193,-0.037169,0.039553,0.2,-0.138928,0.001162,0.298641,-0.0408
20=70,-0.094818,-0.1,0,-0.2,0.093586,-0.359877,-0.256771,-0.230692,-0.260397,-0.31051,-0.127846,-0.001575,-0.023031,0.147958,0.074137,0.494675,0.132969,0.062831,-0.057626,0.038027,-0.16567,0.086472,-0.346125,-0.151555,0.167876,0.153516,-0.186225,0.4,0.173657,0.408578,-0.186602,0.3,0.090903,0.200791,0.068589,0.151945,0.4,0.168857,0.123204,0.398641,-0.41051,-0.045691,-0.318212,-0.223938,-0.911381,-0.062736,0.099981,0.077198,0.039003,-0.113809,0,0.073509,0.108134,0.005182,-0.523699,0.1,0.1,-0.180746,0.1,0.052744,0.280916,0.1,0.099633,0,-0.278428,-0.000194,0,-0.170421,0.13891,-0.12625,-0.205069,0.119429,-0.137649,-0.49893,-0.181209,-0.249383,-0.535661,0.124266,-0.33861,-0.35479,-0.298993,-0.033255,0.389397,-0.075858,-0.145135,0.2,-0.405165,-0.137208,-0.360777,0.016001,-0.262137,-0.133255,0.089397,-0.137348,-0.037169,0.051945,0.2,-0.131143,0.023204,0.298641,-0.038594
20=80,-0.089137,-0.105805,-0.002634,-0.213491,0.102957,-0.366564,-0.262767,-0.229116,-0.265606,-0.325425,-0.119291,0.002495,-0.015371,0.155125,0.080757,0.495562,0.144141,0.062831,-0.056211,0.041462,-0.160698,0.086472,-0.345921,-0.142455,0.172442,0.153516,-0.182019,0.4,0.180649,0.413589,-0.176613,0.3,0.09598,0.21386,0.074858,0.161147,0.4,0.174048,0.137899,0.398641,-0.425425,-0.054742,-0.322977,-0.230372,-0.926151,-0.057026,0.093864,0.064331,0.032503,-0.128174,-0.013491,0.061258,0.106173,0.010863,-0.536416,0.094195,0.097366,-0.186409,0.091739,0.056249,0.284097,0.1,0.090846,-0.004835,-0.288143,-0.012969,0,-0.179033,0.132728,-0.138542,-0.197014,0.132857,-0.128967,-0.496093,-0.170967,-0.243891,-0.546384,0.131729,-0.337972,-0.362325,-0.291228,-0.033255,0.391165,-0.061832,-0.140877,0.2,-0.397179,-0.130097,-0.351005,0.026356,-0.26213,-0.133255,0.091165,-0.134071,-0.037169,0.061147,0.2,-0.125952,0.037899,0.298641,-0.038099
20=90,-0.091751,-0.119262,-0.016543,-0.225849,0.107947,-0.371341,-0.267051,-0.227958,-0.269326,-0.336079,-0.112409,0.006868,-0.009575,0.160569,0.08573,0.496196,0.152121,0.062831,-0.055192,0.043994,-0.156771,0.086472,-0.345762,-0.135487,0.175926,0.153516,-0.178762,0.4,0.185787,0.419028,-0.168697,0.3,0.09974,0.22406,0.079561,0.168251,0.4,0.177755,0.150322,0.398641,-0.436079,-0.061208,-0.32638,-0.234968,-0.9367,-0.052987,0.089494,0.055141,0.027859,-0.138435,-0.025849,0.052507,0.101334,0.008249,-0.5455,0.080738,0.083457,-0.190455,0.078634,0.058952,0.286369,0.090713,0.084569,-0.01843,-0.295083,-0.025209,-0.00754,-0.185185,0.128313,-0.147322,-0.190928,0.142449,-0.122464,-0.493866,-0.16316,-0.239586,-0.554044,0.13706,-0.337472,-0.367707,-0.28538,-0.033255,0.392427,-0.051814,-0.137617,0.2,-0.390914,-0.124443,-0.343382,0.03458,-0.262125,-0.133255,0.092427,-0.131611,-0.037169,0.068251,0.2,-0.122245,0.050322,0.298641,-0.038598
20=100,-0.095008,-0.129354,-0.026975,-0.235118,0.113873,-0.374923,-0.270263,-0.227071,-0.272117,-0.344069,-0.106752,0.010511,-0.005037,0.164847,0.089603,0.496672,0.158106,0.062831,-0.054423,0.045937,-0.153592,0.086472,-0.345634,-0.129981,0.178672,0.153516,-0.176166,0.4,0.189721,0.424163,-0.162268,0.3,0.102636,0.232243,0.08322,0.1739,0.4,0.180536,0.160488,0.398641,-0.444069,-0.066057,-0.328933,-0.238415,-0.944613,-0.049629,0.086217,0.048248,0.024377,-0.14613,-0.035118,0.045943,0.097704,0.004992,-0.552312,0.070646,0.073025,-0.193489,0.068804,0.0611,0.288073,0.079374,0.079862,-0.028626,-0.300288,-0.03439,-0.019098,-0.189798,0.125001,-0.153906,-0.186167,0.149643,-0.117411,-0.492071,-0.157012,-0.23612,-0.559788,0.141058,-0.337068,-0.371744,-0.280818,-0.033255,0.393373,-0.0443,-0.135042,0.2,-0.385867,-0.119839,-0.337271,0.04127,-0.262122,-0.133255,0.093373,-0.129697,-0.037169,0.0739,0.2,-0.119464,0.060488,0.298641,-0.038974
30=40,-0.121862,-0.1,0,-0.2,0.072904,-0.3,-0.284355,-0.220376,-0.280887,-0.3,-0.144919,-0.001114,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.16604,0.086472,-0.345132,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.197846,0.3,0.124954,0.270308,0.112504,0.223449,0.4,0.2,0.125428,0.398641,-0.4,0,-0.293218,-0.206808,-0.9,-0.122306,0.085841,0.1,0.095016,-0.1,0,0.1,0.082401,-0.021862,-0.5,0.1,0.1,-0.270566,0.1,0.052567,0.3,0.1,0.090845,0,-0.292755,-0.000194,0,-0.190771,0.112786,-0.1,-0.143446,0.2,-0.077147,-0.492896,-0.105295,-0.233471,-0.5,0.182498,-0.33745,-0.3,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.385652,-0.150636,-0.303598,-0.000956,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.025428,0.298641,-0.022792
30=50,-0.121862,-0.1,0,-0.2,0.072904,-0.349692,-0.240883,-0.220376,-0.252573,-0.3,-0.125565,0.015195,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.149026,0.086472,-0.344822,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.160909,0.3,0.124954,0.287583,0.112504,0.223449,0.4,0.2,0.177579,0.398641,-0.4,-0.014227,-0.320009,-0.205329,-0.9,-0.074374,0.09299,0.1,0.047508,-0.1,0,0.1,0.082401,-0.021862,-0.5,0.1,0.1,-0.208016,0.1,0.064182,0.3,0.1,0.090845,0,-0.292755,-0.000194,0,-0.190771,0.154726,-0.1,-0.143446,0.2,-0.077147,-0.485298,-0.105295,-0.220412,-0.5,0.182498,-0.335669,-0.336975,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.365229,-0.123217,-0.293128,0.038479,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.077579,0.298641,-0.018782
30=60,-0.103667,-0.1,0,-0.2,0.072904,-0.366461,-0.258173,-0.220376,-0.265599,-0.3,-0.107445,0.024252,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.141712,0.086472,-0.344709,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.144261,0.3,0.124954,0.293762,0.112504,0.223449,0.4,0.2,0.200346,0.398641,-0.4,-0.042818,-0.32894,-0.224401,-0.9,-0.056173,0.103169,0.095329,0.031672,-0.1,0,0.089182,0.100213,-0.003667,-0.506166,0.1,0.1,-0.179073,0.1,0.067884,0.3,0.1,0.103258,0,-0.26868,-0.000194,0,-0.164113,0.137091,-0.110417,-0.143446,0.2,-0.077147,-0.482294,-0.105295,-0.215384,-0.526102,0.182498,-0.334958,-0.357984,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.357245,-0.110373,-0.289438,0.056711,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.100346,0.298641,-0.017617
30=70,-0.090964,-0.1,0,-0.2,0.097132,-0.374846,-0.266817,-0.220376,-0.272112,-0.313138,-0.09625,0.0295,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.137642,0.086472,-0.344651,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.134787,0.3,0.124954,0.296938,0.112504,0.223449,0.4,0.2,0.212959,0.398641,-0.413138,-0.057114,-0.333405,-0.233936,-0.914226,-0.048844,0.093196,0.071497,0.023754,-0.117261,0,0.066886,0.108439,0.009036,-0.529624,0.1,0.1,-0.187987,0.1,0.069625,0.3,0.1,0.094515,0,-0.28569,-0.000194,0,-0.178608,0.128273,-0.132813,-0.143446,0.2,-0.077147,-0.480686,-0.105295,-0.21272,-0.544576,0.182498,-0.334575,-0.368488,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.352988,-0.102924,-0.287552,0.067216,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.112959,0.298641,-0.01914
30=80,-0.091777,-0.106967,-0.00316,-0.216189,0.106359,-0.379877,-0.272004,-0.220376,-0.276019,-0.33051,-0.088648,0.032923,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.13505,0.086472,-0.344616,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.128671,0.3,0.124954,0.298872,0.112504,0.223449,0.4,0.2,0.220973,0.398641,-0.43051,-0.065691,-0.336084,-0.239658,-0.931381,-0.043647,0.087212,0.057198,0.019003,-0.133809,-0.016189,0.053509,0.101211,0.008223,-0.543699,0.093033,0.09684,-0.193335,0.090087,0.070768,0.3,0.1,0.084994,-0.005801,-0.295897,-0.015678,0,-0.187305,0.122983,-0.14625,-0.143446,0.2,-0.077147,-0.479683,-0.105295,-0.211071,-0.555661,0.182498,-0.334336,-0.37479,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.350343,-0.09806,-0.286408,0.074048,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.120973,0.298641,-0.02157
30=90,-0.094314,-0.122472,-0.0193,-0.230158,0.113419,-0.383231,-0.275462,-0.220376,-0.278625,-0.342092,-0.083148,0.035332,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.133255,0.086472,-0.344592,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.124398,0.3,0.124954,0.300173,0.112504,0.223449,0.4,0.2,0.226514,0.398641,-0.442092,-0.071409,-0.33787,-0.243472,-0.942817,-0.039768,0.083223,0.047665,0.015836,-0.144841,-0.030158,0.044591,0.096392,0.005686,-0.553083,0.077528,0.0807,-0.195436,0.075073,0.071577,0.3,0.089165,0.078647,-0.021501,-0.302701,-0.029507,-0.008797,-0.193103,0.119456,-0.155209,-0.143446,0.2,-0.077147,-0.478999,-0.105295,-0.209949,-0.563051,0.182498,-0.334173,-0.378992,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.34854,-0.094635,-0.28564,0.078846,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.126514,0.298641,-0.024179
30=100,-0.092187,-0.133548,-0.030829,-0.240135,0.121558,-0.385626,-0.277932,-0.220376,-0.280485,-0.350364,-0.078984,0.03712,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.131938,0.086472,-0.344574,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.121243,0.3,0.124954,0.301108,0.112504,0.223449,0.4,0.2,0.230575,0.398641,-0.450364,-0.075493,-0.339146,-0.246196,-0.950986,-0.036764,0.081484,0.040855,0.013574,-0.152721,-0.040135,0.038221,0.092955,0.007813,-0.559785,0.066452,0.069171,-0.192464,0.064348,0.07218,0.3,0.076427,0.074113,-0.032715,-0.307561,-0.039385,-0.021826,-0.197244,0.116936,-0.161607,-0.143446,0.2,-0.077147,-0.478502,-0.105295,-0.209137,-0.568329,0.182498,-0.334054,-0.381993,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.347231,-0.092092,-0.285088,0.082401,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.130575,0.298641,-0.025982
40=50,-0.121862,-0.1,0,-0.2,0.072904,-0.399384,-0.265182,-0.220376,-0.301556,-0.3,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.4,-0.028454,-0.352373,-0.226712,-0.9,-0.013096,0.098707,0.1,0,-0.1,0,0.1,0.082401,-0.021862,-0.5,0.1,0.1,-0.17071,0.1,0.076293,0.3,0.1,0.090845,0,-0.292755,-0.000194,0,-0.190771,0.127996,-0.1,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.5,0.182498,-0.3333,-0.373951,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.015064
40=60,-0.097636,-0.1,0,-0.2,0.072904,-0.399692,-0.278967,-0.220376,-0.301685,-0.3,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.4,-0.064227,-0.352373,-0.244627,-0.9,-0.013096,0.091195,0.092994,0,-0.1,0,0.083773,0.106009,0.002364,-0.509248,0.1,0.1,-0.192718,0.1,0.076293,0.3,0.1,0.105525,0,-0.278332,-0.000194,0,-0.177332,0.114908,-0.115626,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.539153,0.182498,-0.3333,-0.386975,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.016026
40=70,-0.091837,-0.1,0,-0.2,0.102145,-0.399795,-0.282613,-0.220376,-0.301727,-0.317517,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.417517,-0.076151,-0.352373,-0.250599,-0.918968,-0.013096,0.081889,0.061996,0,-0.123015,0,0.055849,0.100924,0.008163,-0.539499,0.1,0.1,-0.191706,0.1,0.076293,0.3,0.1,0.085986,0,-0.297795,-0.000194,0,-0.192252,0.110862,-0.143751,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.559435,0.182498,-0.3333,-0.391317,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.018737
40=80,-0.092824,-0.108708,-0.003951,-0.220236,0.112511,-0.399846,-0.284279,-0.220376,-0.301749,-0.338138,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.438138,-0.082114,-0.352373,-0.252811,-0.939226,-0.013096,0.081927,0.046497,0,-0.142261,-0.020236,0.041886,0.093767,0.007176,-0.554624,0.091292,0.096049,-0.186672,0.087609,0.076293,0.3,0.1,0.076217,-0.007252,-0.307527,-0.019741,0,-0.199713,0.109021,-0.157813,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.569576,0.182498,-0.3333,-0.393488,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.021628
40=90,-0.089818,-0.126967,-0.02316,-0.236189,0.122767,-0.399877,-0.285363,-0.220376,-0.301762,-0.35051,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.45051,-0.085691,-0.352373,-0.253884,-0.951381,-0.013096,0.082376,0.037198,0,-0.153809,-0.036189,0.033509,0.094297,0.010182,-0.563699,0.073033,0.07684,-0.183212,0.070087,0.076293,0.3,0.086998,0.070355,-0.025801,-0.313365,-0.035524,-0.010556,-0.204189,0.10783,-0.16625,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.575661,0.182498,-0.3333,-0.39479,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.024385
40=100,-0.087481,-0.139139,-0.035967,-0.246824,0.126682,-0.399897,-0.286125,-0.220376,-0.30177,-0.358759,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.458759,-0.088076,-0.352373,-0.254646,-0.959484,-0.013096,0.082709,0.030998,0,-0.161507,-0.046824,0.027924,0.095562,0.012519,-0.569749,0.060861,0.064033,-0.180686,0.058406,0.076293,0.3,0.072499,0.066448,-0.038168,-0.317258,-0.046046,-0.025464,-0.207173,0.106997,-0.171875,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.579718,0.182498,-0.3333,-0.395658,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.026372
50=60,-0.092142,-0.1,0,-0.2,0.072904,-0.4,-0.290483,-0.220376,-0.301813,-0.3,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.4,-0.1,-0.352373,-0.259151,-0.9,-0.013096,0.084956,0.085988,0,-0.1,0,0.067546,0.09949,0.007858,-0.518497,0.1,0.1,-0.164529,0.1,0.076293,0.3,0.1,0.090945,0,-0.307288,-0.000194,0,-0.217954,0.102286,-0.131252,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.578305,0.182498,-0.3333,-0.4,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.018354
50=70,-0.087338,-0.1,0,-0.2,0.109789,-0.4,-0.290483,-0.220376,-0.301813,-0.326276,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.426276,-0.1,-0.352373,-0.259151,-0.928452,-0.013096,0.084956,0.042994,0,-0.134522,0,0.033773,0.095905,0.012662,-0.559248,0.1,0.1,-0.164529,0.1,0.076293,0.3,0.1,0.068927,0,-0.322004,-0.000194,0,-0.221828,0.102286,-0.165626,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.589153,0.182498,-0.3333,-0.4,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.021114
50=80,-0.082691,-0.111611,-0.005267,-0.226982,0.125847,-0.4,-0.290483,-0.220376,-0.301813,-0.35085,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.45085,-0.1,-0.352373,-0.259151,-0.952301,-0.013096,0.084956,0.028663,0,-0.156348,-0.026982,0.022515,0.098372,0.017309,-0.572832,0.088389,0.094733,-0.164529,0.083478,0.076293,0.3,0.1,0.061588,-0.009669,-0.32691,-0.026514,0,-0.22322,0.102286,-0.177084,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.592768,0.182498,-0.3333,-0.4,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.023865
50=90,-0.079909,-0.133708,-0.028951,-0.245236,0.131803,-0.4,-0.290483,-0.220376,-0.301813,-0.363138,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.463138,-0.1,-0.352373,-0.259151,-0.964226,-0.013096,0.084956,0.021497,0,-0.167261,-0.045236,0.016886,0.099838,0.020091,-0.579624,0.066292,0.071049,-0.164529,0.062609,0.076293,0.3,0.083748,0.059573,-0.032252,-0.329363,-0.044549,-0.013196,-0.223936,0.102286,-0.182813,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.594576,0.182498,-0.3333,-0.4,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.026723
50=100,-0.078057,-0.146967,-0.04316,-0.256189,0.136096,-0.4,-0.290483,-0.220376,-0.301813,-0.37051,-0.048867,0.049197,0.03226,0.212926,0.120739,0.5,0.2,0.062831,-0.048926,0.060712,-0.123365,0.086472,-0.344469,-0.082992,0.201982,0.153516,-0.153156,0.4,0.219385,0.463519,-0.100289,0.3,0.124954,0.306826,0.112504,0.223449,0.4,0.2,0.256907,0.398641,-0.47051,-0.1,-0.352373,-0.259151,-0.971381,-0.013096,0.084956,0.017198,0,-0.173809,-0.056189,0.013509,0.100809,0.021943,-0.583699,0.053033,0.05684,-0.164529,0.050087,0.076293,0.3,0.066998,0.058825,-0.045801,-0.331109,-0.05537,-0.030556,-0.224372,0.102286,-0.18625,-0.143446,0.2,-0.077147,-0.475366,-0.105295,-0.204057,-0.595661,0.182498,-0.3333,-0.4,-0.243873,-0.033255,0.4,0.042511,-0.11308,0.2,-0.339011,-0.074897,-0.281729,0.106291,-0.262094,-0.133255,0.1,-0.11434,-0.037169,0.123449,0.2,-0.1,0.156907,0.298641,-0.028588
