,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
10=20,0.000000,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.783314,-0.200000,-0.800000,-0.200000,-0.050000,-0.899787,-0.250000,-0.364643,-0.449269,0.050000,-0.067774,-0.673271,-0.150000,-0.549640,-0.681383,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.161459,0.050000,-0.578598,-0.422061,-0.290977,-0.643133,-0.150000,-0.075917,-0.399361,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.552488,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400000,0.000000,0.000000,0.025584,0.000000,-0.079479,-0.200000,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.207109,-0.426337,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.198904,-0.050000,-0.958277,-0.150000,-0.467874,-0.666819,-0.290264,-0.050000,-0.391662,-0.700000,-0.098904,-0.468109,-0.673271,-0.543133,-0.050000,-0.075917,-0.499361,-0.272442,-0.284634
10=30,0.000000,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.718679,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,-0.008887,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.155730,0.050000,-0.578598,-0.236031,-0.290977,-0.537740,-0.150000,-0.062958,-0.174680,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.488505,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400000,0.000000,0.000000,0.025584,0.000000,-0.059042,-0.142590,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.178555,-0.397375,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.174452,-0.050000,-0.958277,-0.150000,-0.419439,-0.606479,-0.256925,-0.050000,-0.391662,-0.700000,-0.074452,-0.468109,-0.673271,-0.437740,-0.050000,-0.062958,-0.274680,-0.272442,-0.270006
10=40,0.000000,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.718679,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.010742,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.153820,0.050000,-0.578598,-0.174020,-0.290977,-0.502169,-0.150000,-0.058639,-0.099787,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.413905,0.042625,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400000,0.000000,0.000000,0.025584,0.000000,-0.056110,-0.095060,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.169036,-0.385979,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.166301,-0.050000,-0.958277,-0.150000,-0.394963,-0.583188,-0.240102,-0.050000,-0.391662,-0.700000,-0.066301,-0.468109,-0.673271,-0.402169,-0.050000,-0.058639,-0.199787,-0.272442,-0.264180
10=50,0.006754,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.718679,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.020557,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.152865,0.050000,-0.578598,-0.143015,-0.290977,-0.480734,-0.150000,-0.056479,-0.062340,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.398550,0.063976,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.006754,-0.400000,0.000000,0.000000,0.132792,0.000000,-0.051672,-0.071295,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.164277,-0.379887,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.162226,-0.050000,-0.958277,-0.150000,-0.381314,-0.568457,-0.231138,-0.050000,-0.391662,-0.700000,-0.062226,-0.468109,-0.673271,-0.380734,-0.050000,-0.056479,-0.162340,-0.272442,-0.260122
10=60,0.031410,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.718679,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.026445,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.152292,0.050000,-0.578598,-0.124412,-0.290977,-0.465997,-0.150000,-0.055183,-0.039872,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.383056,0.076786,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.031410,-0.400000,0.000000,0.000000,0.135394,0.000000,-0.048551,-0.057036,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.161422,-0.376095,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.159781,-0.050000,-0.958277,-0.150000,-0.372609,-0.558299,-0.225569,-0.050000,-0.391662,-0.700000,-0.059781,-0.468287,-0.673271,-0.365997,-0.050000,-0.055183,-0.139872,-0.272442,-0.257767
10=70,0.037977,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.718679,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.030371,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.151910,0.050000,-0.578598,-0.112010,-0.290977,-0.455241,-0.150000,-0.054319,-0.024893,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.370836,0.085326,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.037977,-0.400000,0.000000,0.000000,0.135394,0.000000,-0.046236,-0.047530,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.159518,-0.373507,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.158151,-0.050000,-0.958277,-0.150000,-0.366574,-0.550872,-0.221773,-0.050000,-0.391662,-0.700000,-0.058151,-0.468563,-0.673271,-0.355241,-0.050000,-0.054319,-0.124893,-0.272442,-0.256364
10=80,0.037977,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.717882,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.033175,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.151637,0.050000,-0.578598,-0.103152,-0.290977,-0.447047,-0.150000,-0.053702,-0.014194,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.360952,0.091426,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.037977,-0.400000,0.000000,0.000000,0.135394,0.000000,-0.044450,-0.040740,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.158158,-0.371628,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.156986,-0.050000,-0.958277,-0.150000,-0.362143,-0.545204,-0.219020,-0.050000,-0.391662,-0.700000,-0.056986,-0.468766,-0.673271,-0.347047,-0.050000,-0.053702,-0.114194,-0.272442,-0.255418
10=90,0.037977,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.716926,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.035278,-0.673271,-0.150000,-0.549640,-0.610833,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.151432,0.050000,-0.578598,-0.096508,-0.290977,-0.440595,-0.150000,-0.053240,-0.006170,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.352792,0.095837,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.037977,-0.400000,0.000000,0.000000,0.135394,0.000000,-0.043031,-0.035647,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.157139,-0.370202,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.156113,-0.050000,-0.958277,-0.150000,-0.358752,-0.540737,-0.216932,-0.050000,-0.391662,-0.700000,-0.056113,-0.468920,-0.673271,-0.340595,-0.050000,-0.053240,-0.106170,-0.272442,-0.254680
10=100,0.037977,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.716143,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.036914,-0.673271,-0.150000,-0.549640,-0.609703,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.151273,0.050000,-0.578598,-0.091340,-0.290977,-0.435384,-0.150000,-0.052880,0.000071,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.345942,0.099524,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.037977,-0.400000,0.000000,0.000000,0.135394,0.000000,-0.041877,-0.031687,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.156345,-0.369083,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.155434,-0.050000,-0.958277,-0.150000,-0.356074,-0.537125,-0.215294,-0.050000,-0.391662,-0.700000,-0.055434,-0.469042,-0.673271,-0.335384,-0.050000,-0.052880,-0.099929,-0.272442,-0.254088
20=30,0.000000,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.712169,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.050000,-0.673271,-0.150000,-0.549640,-0.611823,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.150000,0.050000,-0.578598,-0.050000,-0.290977,-0.386392,-0.150000,-0.050000,0.050000,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.446863,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400000,0.000000,0.000000,0.025584,0.000000,-0.030628,-0.085180,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.150000,-0.359798,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.150000,-0.050000,-0.958277,-0.150000,-0.333249,-0.503027,-0.201729,-0.050000,-0.391662,-0.700000,-0.050000,-0.470079,-0.673271,-0.286392,-0.050000,-0.050000,-0.050000,-0.272442,-0.254801
20=40,0.000000,0.000000,0.000000,0.000000,0.000000,-0.900000,-0.710296,-0.200000,-0.800000,-0.200000,-0.050000,-0.898307,-0.250000,-0.364643,-0.449269,0.050000,0.050000,-0.673271,-0.150000,-0.549640,-0.611210,-0.293830,-0.751804,-0.425152,-0.536168,-0.102205,-0.393401,-0.050000,-0.050000,-0.050000,-0.150000,0.050000,-0.578598,-0.050000,-0.290977,-0.386392,-0.150000,-0.050000,0.050000,-0.172442,-0.300000,-0.100000,-0.300000,0.000000,-0.386819,0.063937,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.400000,0.000000,0.000000,0.025584,0.000000,-0.030628,-0.042590,0.000000,0.000000,0.000000,-0.800000,0.000000,0.000000,-0.400000,-0.600000,0.000000,-0.350000,-0.150000,-0.359798,-0.388272,-0.150000,-0.476675,-0.400000,-0.543990,-0.794078,-0.400000,-0.450000,-1.000000,-0.150000,-0.050000,-0.958277,-0.150000,-0.333249,-0.503027,-0.201729,-0.050000,-0.391662,-0.700000,-0.050000,-0.470079,-0.673271,-0.286392,-0.050000,-0.050000,-0.050000,-0.272442,-0.253111
