,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57,data58,data59,data60,data61,data62,data63,data64,data65,data66,data67,data68,data69,data70,data71,data72,data73,data74,data75,data76,data77,data78,data79,data80,data81,data82,data83,data84,data85,data86,data87,data88,data89,data90,data91,data92,data93,data94,data95,data96,data97,data98,data99,data100,
20=50,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.331252,0.100000,0.335532,-0.096838,-0.161464,-0.055465,-0.163110,0.325334,0.338276,0.310706,0.360796,0.370004,-0.233583,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.119695,-0.144807,0.339656,0.211980,0.157914,0.057952,0.107787,-0.057060,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.335532,0.218557,0.400000,0.290092,0.100000,0.224690,0.067540,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.099647,0.271043,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.307351,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.189852,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.154668,-0.057772,0.092459,0.035075,-0.039204,0.147817,-0.021225,0.122090,0.007331,0.032305,0.061137
20=60,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.373075,0.100000,0.340637,-0.096838,-0.161464,-0.055465,-0.163110,0.342027,0.338276,0.310706,0.382314,0.370112,-0.220763,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.096506,-0.144807,0.339656,0.211980,0.171278,0.057952,0.107787,-0.047632,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.340637,0.218557,0.400000,0.303146,0.100000,0.209114,0.066775,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.117004,0.290509,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.311227,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.183432,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.177075,-0.057772,0.092459,0.035075,-0.017686,0.147817,-0.021225,0.122090,0.007331,0.032305,0.063506
20=70,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.393953,0.100000,0.343755,-0.096838,-0.161464,-0.055465,-0.163110,0.353155,0.338276,0.310706,0.397019,0.370176,-0.212461,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.079896,-0.144807,0.339656,0.211980,0.179919,0.057952,0.107787,-0.037167,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.343755,0.218557,0.400000,0.311877,0.100000,0.213239,0.066236,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.130072,0.294327,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.313584,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.179450,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.190769,-0.057772,0.092459,0.035075,-0.002981,0.147817,-0.021225,0.122090,0.007331,0.032305,0.065116
20=80,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.408779,0.100000,0.345857,-0.096838,-0.161464,-0.055465,-0.163110,0.361105,0.338276,0.310706,0.407703,0.370220,-0.206647,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.067412,-0.144807,0.339656,0.211980,0.185966,0.057952,0.107787,-0.027577,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.345857,0.218557,0.400000,0.318126,0.100000,0.217846,0.065835,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.141231,0.301451,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.315169,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.176740,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.202972,-0.057772,0.092459,0.035075,0.007703,0.147817,-0.021225,0.122090,0.007331,0.032305,0.066391
20=90,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.420837,0.100000,0.347370,-0.096838,-0.161464,-0.055465,-0.163110,0.367066,0.338276,0.310706,0.415818,0.370250,-0.202347,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.057687,-0.144807,0.339656,0.211980,0.190434,0.057952,0.107787,-0.020325,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.347370,0.218557,0.400000,0.322821,0.100000,0.221570,0.065526,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.150088,0.307766,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.316308,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.174775,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.212690,-0.057772,0.092459,0.035075,0.015818,0.147817,-0.021225,0.122090,0.007331,0.032305,0.067383
20=100,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.430836,0.100000,0.348511,-0.096838,-0.161464,-0.055465,-0.163110,0.371703,0.338276,0.310706,0.422191,0.370274,-0.199039,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,-0.049897,-0.144807,0.339656,0.211980,0.193870,0.057952,0.107787,-0.014651,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.348511,0.218557,0.400000,0.326476,0.100000,0.224643,0.065280,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.157288,0.312859,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.317166,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.173286,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.220611,-0.057772,0.092459,0.035075,0.022191,0.147817,-0.021225,0.122090,0.007331,0.032305,0.068172
30=40,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.195920,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.207834,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.115435,0.190917,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.149820,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.067033
30=50,-0.177536,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.365756,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.212085,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.022464,0.373210,0.000000,0.000000,0.292289,0.000000,0.155727,0.295010,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.199521,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.070715
30=60,-0.183049,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.403474,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.222143,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.016951,0.373210,0.000000,0.000000,0.292289,0.000000,0.175046,0.294596,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.224298,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.071519
30=70,-0.186725,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.425952,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.228501,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.013275,0.373210,0.000000,0.000000,0.292289,0.000000,0.186133,0.306078,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.239147,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.072108
30=80,-0.189090,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.441991,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.232885,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.010910,0.373210,0.000000,0.000000,0.292289,0.000000,0.193325,0.314577,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.249039,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.072521
30=90,-0.190740,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.454011,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.236089,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.009260,0.373210,0.000000,0.000000,0.292289,0.000000,0.198369,0.322672,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.256102,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.072842
30=100,-0.191956,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.463356,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.238534,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.008044,0.373210,0.000000,0.000000,0.292289,0.000000,0.202101,0.329846,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.261397,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.073098
40=50,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.469666,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.295941,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.073618
40=60,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.499970,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.324229,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.074204
40=70,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.511644,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.342192,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.074500
40=80,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.517828,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.353274,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.074673
40=90,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.524709,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.360793,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.074817
40=100,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.530467,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.366229,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.074929
50=60,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
50=70,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
50=80,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
50=90,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
50=100,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
60=70,-0.200000,0.000000,0.000000,-0.100000,-0.100000,-0.067583,-0.023569,0.566544,0.100000,0.356656,-0.096838,-0.161464,-0.055465,-0.163110,0.408801,0.338276,0.310706,0.475185,0.370436,-0.173650,-0.050317,-0.122411,-0.150000,-0.142814,0.063965,0.020600,-0.144807,0.339656,0.211980,0.220192,0.057952,0.107787,0.031879,0.103887,-0.060366,0.247817,0.078775,0.122090,0.107331,0.032305,0.356656,0.218557,0.400000,0.355860,0.100000,0.256719,0.063120,0.059183,0.392806,-0.226622,-0.100000,-0.205201,0.000000,0.000000,0.373210,0.000000,0.000000,0.292289,0.000000,0.227085,0.400045,0.000000,0.000000,0.000000,0.141402,0.000000,0.000000,0.300000,0.323260,-0.105614,-0.150000,0.296248,-0.155460,-0.152760,-0.151703,-0.250000,0.088367,-0.250000,-0.162469,-0.088526,0.750000,-0.157772,-0.007541,0.015515,0.750000,0.063389,-0.043135,-0.037189,0.017637,-0.042179,0.313875,-0.057772,0.092459,0.035075,0.075185,0.147817,-0.021225,0.122090,0.007331,0.032305,0.075627
